"ENTREZID","spearman.rho","spearman.FDR","pearson.cor","pearson.FDR"
"128853",-0.0266863752156821,0.676321889087298,0.0181391647390002,0.80579190019087
"80824",0.240024057252882,1.46174088291761e-06,0.201992643392787,0.000131786788805692
"150290",-0.205314179703008,4.86806131687594e-05,-0.217616933303154,3.27734141490532e-05
"142679",0.0845684554201357,0.127384267459515,0.113123925505181,0.0461037720028814
"63904",-0.0170704566509013,0.799479974964108,-0.039735338361831,0.550987060452856
"1844",-0.00325088418855365,0.963394852864381,0.000434242760715297,0.995454524330823
"56940",0.437081804519327,8.48845047943625e-21,0.347555228369566,1.79255129126232e-12
"54935",0.0917350378112971,0.0946613886126393,0.0268302477857109,0.702994023156106
"78986",0.0103526220657485,0.881117515478086,-0.0137071076030723,0.858067543678306
"92235",0.0123284696793383,0.856917449210611,-0.00988132457498509,0.901218324796019
"285193",0.0779799817170507,0.164292327499308,0.123752902386878,0.0271029192654109
"1845",0.315209338946692,9.73332405384621e-11,0.278096308844938,5.21828177194986e-08
"1846",-0.064068128339194,0.264171931199339,-0.051563512486925,0.420465347421006
"1847",-0.224219399892672,7.76158227290517e-06,-0.143130344754653,0.00932661216207736
"574029",-0.102647323253687,0.0579461508801243,-0.0872720939103202,0.13907078061446
"1848",-0.137675263707211,0.00858630400414547,-0.111101861389674,0.0506398144085178
"1849",-0.288086231112626,4.32576040335763e-09,-0.241135734739428,3.32863844879024e-06
"1850",0.108693541867085,0.0432056304919324,0.14353766546491,0.00911825753483605
"1852",0.140443455060036,0.00722135429833907,0.129973667898286,0.0195370381051865
"1854",0.0704057759942984,0.214625843975003,-0.00410348929526776,0.960759683887014
"22947",NA,NA,NA,NA
"503835",-0.0444907164264211,0.458293392099664,-0.0345456470425129,0.611400459757936
"1855",-0.071337417056705,0.208267085557873,-0.0653015060484744,0.288909965609993
"1856",0.0691780109947843,0.223559998108829,0.0321947989527765,0.639074423522037
"1857",0.166990298701227,0.00115172633946373,0.112648271162781,0.0471790267587478
"344875",-0.0169093000480315,0.801590743489992,-0.0273272262061734,0.697340971306667
"143241",-0.0452971146354125,0.449432037205904,0.0252063394271428,0.722563727894565
"84332",-0.00154152594620547,0.982772046560917,-0.057686765344931,0.359640114640797
"54808",0.116556548391461,0.0288032789404421,0.126719051539138,0.0232209467480917
"1778",-0.0414709291761799,0.492574351035967,-0.0601764908934734,0.33609631397511
"1780",-0.0527792480215233,0.368226267594314,-0.0697788323238055,0.252977093423318
"1781",-0.0690252183963396,0.224616057646902,-0.080140978207396,0.179173369832934
"51143",-0.0882098383014476,0.109787749462301,-0.0565704602909834,0.370612158587883
"1783",0.142855066319423,0.00618742579790913,0.113016304411772,0.046323589715687
"79659",0.0513374452267903,0.383313366756661,0.13507243317391,0.0147551786345846
"51626",0.122903437818155,0.0204053145426047,0.0863417351408741,0.143982302364583
"8655",-0.126332409824036,0.0168358161769457,-0.10513529057009,0.0665610726054995
"140735",0.131566359046509,0.0124315581325837,0.0862015267230269,0.144762002063998
"83658",0.0380624615302272,0.534927648580657,0.0164363878908373,0.825691332676532
"83657",0.027525003544349,0.665773503028841,0.0864864529870851,0.143140126740774
"6993",-0.0838882041993146,0.130912929592516,-0.105052932878715,0.0667680734541352
"6990",-0.254407364787112,2.8725365730397e-07,-0.227876022721144,1.24941475304426e-05
"1859",0.189202631649373,0.000199648854616693,0.189170046855347,0.000379944093413598
"9149",0.074120398215718,0.188964214178188,0.071716765473667,0.238395234076664
"8445",-0.0920276686578222,0.0936036825756564,0.0377611795680844,0.574202044650914
"8444",-0.0104637221546093,0.880022618214961,-0.0331133764244851,0.628147608314682
"8798",0.0930900189162123,0.0894481336134147,0.125380419199561,0.0248826949886248
